game_id,home_team,away_team,commence_time,book,market,last_update,home_price,away_price,over_price,under_price,point
9502e5e082874b731dceeef49cda8e90,Orlando Storm,DC Defenders,2026-06-07T19:00:00Z,draftkings,h2h,2026-06-06T21:01:06Z,-175,145,,,
9502e5e082874b731dceeef49cda8e90,Orlando Storm,DC Defenders,2026-06-07T19:00:00Z,draftkings,spreads,2026-06-06T21:01:06Z,-112,-108,,,-3.0
9502e5e082874b731dceeef49cda8e90,Orlando Storm,DC Defenders,2026-06-07T19:00:00Z,draftkings,totals,2026-06-06T21:01:06Z,,,-118,-102,47.5
9502e5e082874b731dceeef49cda8e90,Orlando Storm,DC Defenders,2026-06-07T19:00:00Z,betmgm,h2h,2026-06-06T21:01:05Z,-175,145,,,
9502e5e082874b731dceeef49cda8e90,Orlando Storm,DC Defenders,2026-06-07T19:00:00Z,betmgm,spreads,2026-06-06T21:01:05Z,-110,-110,,,-3.0
9502e5e082874b731dceeef49cda8e90,Orlando Storm,DC Defenders,2026-06-07T19:00:00Z,betmgm,totals,2026-06-06T21:01:05Z,,,-110,-110,47.5
9502e5e082874b731dceeef49cda8e90,Orlando Storm,DC Defenders,2026-06-07T19:00:00Z,hardrockbet,h2h,2026-06-06T21:01:06Z,-175,145,,,
9502e5e082874b731dceeef49cda8e90,Orlando Storm,DC Defenders,2026-06-07T19:00:00Z,hardrockbet,spreads,2026-06-06T21:01:06Z,-110,-110,,,-3.0
9502e5e082874b731dceeef49cda8e90,Orlando Storm,DC Defenders,2026-06-07T19:00:00Z,hardrockbet,totals,2026-06-06T21:01:06Z,,,-110,-110,47.5
9502e5e082874b731dceeef49cda8e90,Orlando Storm,DC Defenders,2026-06-07T19:00:00Z,fanduel,h2h,2026-06-06T21:01:25Z,-175,150,,,
9502e5e082874b731dceeef49cda8e90,Orlando Storm,DC Defenders,2026-06-07T19:00:00Z,fanduel,spreads,2026-06-06T21:01:25Z,100,-120,,,-3.0
9502e5e082874b731dceeef49cda8e90,Orlando Storm,DC Defenders,2026-06-07T19:00:00Z,fanduel,totals,2026-06-06T21:01:25Z,,,-110,-110,47.5
9502e5e082874b731dceeef49cda8e90,Orlando Storm,DC Defenders,2026-06-07T19:00:00Z,williamhill_us,h2h,2026-06-06T20:51:00Z,-179,148,,,
9502e5e082874b731dceeef49cda8e90,Orlando Storm,DC Defenders,2026-06-07T19:00:00Z,williamhill_us,spreads,2026-06-06T20:51:00Z,-106,-114,,,-3.0
9502e5e082874b731dceeef49cda8e90,Orlando Storm,DC Defenders,2026-06-07T19:00:00Z,williamhill_us,totals,2026-06-06T20:51:00Z,,,-110,-110,47.5
be815ecf22bfe282ffadc30a1fe6186c,St. Louis Battlehawks,Louisville Kings,2026-06-07T22:00:00Z,draftkings,h2h,2026-06-06T21:01:06Z,-122,102,,,
be815ecf22bfe282ffadc30a1fe6186c,St. Louis Battlehawks,Louisville Kings,2026-06-07T22:00:00Z,draftkings,spreads,2026-06-06T21:01:06Z,-112,-108,,,-1.5
be815ecf22bfe282ffadc30a1fe6186c,St. Louis Battlehawks,Louisville Kings,2026-06-07T22:00:00Z,draftkings,totals,2026-06-06T21:01:06Z,,,-115,-105,45.5
be815ecf22bfe282ffadc30a1fe6186c,St. Louis Battlehawks,Louisville Kings,2026-06-07T22:00:00Z,betmgm,h2h,2026-06-06T21:01:05Z,-125,105,,,
be815ecf22bfe282ffadc30a1fe6186c,St. Louis Battlehawks,Louisville Kings,2026-06-07T22:00:00Z,betmgm,spreads,2026-06-06T21:01:05Z,-110,-110,,,-1.5
be815ecf22bfe282ffadc30a1fe6186c,St. Louis Battlehawks,Louisville Kings,2026-06-07T22:00:00Z,betmgm,totals,2026-06-06T21:01:05Z,,,-110,-110,46.5
be815ecf22bfe282ffadc30a1fe6186c,St. Louis Battlehawks,Louisville Kings,2026-06-07T22:00:00Z,fanduel,h2h,2026-06-06T21:01:25Z,-120,100,,,
be815ecf22bfe282ffadc30a1fe6186c,St. Louis Battlehawks,Louisville Kings,2026-06-07T22:00:00Z,fanduel,spreads,2026-06-06T21:01:25Z,-110,-110,,,-1.5
be815ecf22bfe282ffadc30a1fe6186c,St. Louis Battlehawks,Louisville Kings,2026-06-07T22:00:00Z,fanduel,totals,2026-06-06T21:01:25Z,,,-110,-110,46.5
be815ecf22bfe282ffadc30a1fe6186c,St. Louis Battlehawks,Louisville Kings,2026-06-07T22:00:00Z,hardrockbet,h2h,2026-06-06T21:01:06Z,-120,100,,,
be815ecf22bfe282ffadc30a1fe6186c,St. Louis Battlehawks,Louisville Kings,2026-06-07T22:00:00Z,hardrockbet,spreads,2026-06-06T21:01:06Z,-110,-110,,,-1.5
be815ecf22bfe282ffadc30a1fe6186c,St. Louis Battlehawks,Louisville Kings,2026-06-07T22:00:00Z,hardrockbet,totals,2026-06-06T21:01:06Z,,,-110,-110,46.5
be815ecf22bfe282ffadc30a1fe6186c,St. Louis Battlehawks,Louisville Kings,2026-06-07T22:00:00Z,williamhill_us,h2h,2026-06-06T20:51:00Z,-122,103,,,
be815ecf22bfe282ffadc30a1fe6186c,St. Louis Battlehawks,Louisville Kings,2026-06-07T22:00:00Z,williamhill_us,spreads,2026-06-06T20:51:00Z,-112,-108,,,-1.5
be815ecf22bfe282ffadc30a1fe6186c,St. Louis Battlehawks,Louisville Kings,2026-06-07T22:00:00Z,williamhill_us,totals,2026-06-06T20:51:00Z,,,-106,-114,46.5
